e, e_dot, e_int, stamp, 
0.171969116576403, 1.6732555695417765e-06, 0.017290730360716794, 1729870070380129265, 
0.17192221919831896, -0.0003902013155977706, 0.015600938810793693, 1729870070420020752, 
0.17345546001224266, 0.01003162996852265, 0.015334677581063941, 1729870070469052272, 
0.17425506139796942, 0.015750050453895038, 0.017160055088772157, 1729870070519091040, 
0.1769747398295456, 0.023451522216169876, 0.017499286742520388, 1729870070569108180, 
0.1818241903799538, 0.044868170425548005, 0.01962736940254394, 1729870070629552849, 
0.24006122994432122, 0.4134512507778882, 0.022086689323467225, 1729870070679751820, 
0.24590729886463292, 0.4260135588084926, 0.022210119828284476, 1729870070729329857, 
0.2532366071826395, 0.08750002586247678, 0.024706841589345142, 1729870070780022396, 
0.2616623440626, 0.11999743976775651, 0.022775406888957878, 1729870070819137506, 
0.3165392545190997, 0.4382660804211973, 0.0246745677979064, 1729870070869053310, 
0.3265889419613539, 0.43218189189939493, 0.030427814535908843, 1729870070920026540, 
0.3506125814996146, 0.1464676622149099, 0.04973451618965911, 1729870071019196639, 
0.39353471404244544, 0.21050342795331026, 0.07474991199494797, 1729870071129461626, 
0.40287327140838514, 0.16412505130508134, 0.07678629700532583, 1729870071220029037, 
0.42443560764733945, 0.10624425317264287, 0.07755143066116335, 1729870071320030093, 
0.4426436525648083, 0.12747669162431186, 0.08853944549273761, 1729870071429185151, 
0.45130845049726265, 0.08449161886719324, 0.0919067488591883, 1729870071529164511, 
0.4344639780684032, -0.033581846658167186, 0.0840705891150586, 1729870071619044165, 
0.43385197613533233, -0.06450934969990253, 0.08354756325190382, 1729870071719099381, 
0.434973060649662, 0.0013572417764678452, 0.09126974415609014, 1729870071829135119, 
0.38983322515510377, -0.14686341006265416, 0.0881787549420623, 1729870071929272605, 
0.37619874437907974, -0.2008903905555469, 0.07602420209908209, 1729870072019036577, 
0.36169065260580924, -0.09898991340692835, 0.07133468012741367, 1729870072119039163, 
0.29334431577050735, -0.27601444955619275, 0.06877482702442722, 1729870072219111961, 
0.26223251231033773, -0.3211667997890913, 0.06450677137056532, 1729870072330013953, 
0.23673131472176845, -0.1889707534930908, 0.052807156279229495, 1729870072419061274, 
0.16468584510910667, -0.33552940950409144, 0.041827907835731266, 1729870072519095224, 
0.127089515074716, -0.36454351862236, 0.03535972728124283, 1729870072619776207, 
0.09333817238864572, -0.22678755770235748, 0.02704021728683976, 1729870072729736100, 
0.06646096842379512, -0.2026314869323759, 0.019055825788953137, 1729870072819043331, 
0.008577870163977153, -0.2932586488689145, 0.010625065001542314, 1729870072919044574, 
-0.016385853730086275, -0.27555219283834037, 0.003924458195865132, 1729870073019772665, 
-0.04249746661852294, -0.16201839943292556, -0.0035270546429948826, 1729870073129382895, 
-0.060170337858557854, -0.14510517460342046, -0.007908252466440027, 1729870073219050518, 
-0.0754835528033726, -0.11672867955221239, -0.011264703080611645, 1729870073319076141, 
-0.0859214268179942, -0.08253641682911866, -0.015544264462341516, 1729870073429510753, 
-0.09610217072887517, -0.0655230114996939, -0.018042176515902186, 1729870073529270419, 
-0.09705459355729351, -0.03755365578665316, -0.017632244488600787, 1729870073619051660, 
-0.0789323329370264, 0.05685607077922849, -0.017214778246090072, 1729870073719077123, 
-0.07233217064454234, 0.08237330277814532, -0.01656401793525178, 1729870073819165362, 
-0.06481943518656363, 0.04466396413168813, -0.015161239218880284, 1729870073929568092, 
-0.05735284502639981, 0.0504888714911003, -0.01296117383585098, 1729870074019076065, 
-0.04918071127908119, 0.05504328966963798, -0.0108249255411278, 1729870074119087845, 
-0.03791582600232779, 0.06104866205327878, -0.010162870389442464, 1729870074230143850, 
-5.040877055284554e-05, 0.1613716156926332, -0.00610039800412013, 1729870074329091693, 
0.008440395148912927, 0.1590142374128272, -0.0018594280158075191, 1729870074419072738, 
0.01692266696859246, 0.059725701017187556, 0.0016030519227221143, 1729870074519081881, 
0.025191587103613244, 0.05325116143105957, 0.003544754865473051, 1729870074629424600, 
0.03636879130465065, 0.062203975362286446, 0.005505089751144767, 1729870074729512926, 
0.043212577320842716, 0.06269229082981652, 0.006623837483514241, 1729870074819087212, 
0.07180883021684359, 0.12081099187370141, 0.009565381249549256, 1729870074919063795, 
0.07142708935649544, 0.09419541152170274, 0.013103740198095765, 1729870075029929462, 
0.07126775047140788, -0.0016831488751793886, 0.015020243898957153, 1729870075129133542, 
0.06951573127415633, -0.0070275364415792975, 0.013380578146869783, 1729870075219089381, 
0.06656267200961796, -0.016332807574959692, 0.013130885787469685, 1729870075319118534, 
0.06288603168819096, -0.020891056317521844, 0.013989481635312372, 1729870075430023787, 
0.05679131477276522, -0.03146614861098285, 0.013062582002057021, 1729870075529533816, 
0.04792814664763734, -0.05341273933221954, 0.010561669087197653, 1729870075619068947, 
0.05848930590943269, 0.0021708100551701554, 0.010316844759004167, 1729870075719171510, 
0.051495171459214006, 0.011847460778878082, 0.01053142786963052, 1729870075819143411, 
0.042595994642439905, -0.05022154100430426, 0.010692928992413862, 1729870075929413270, 
0.037054291789069715, -0.047498102934085275, 0.008741060677555569, 1729870076019098350, 
0.03239001101031658, -0.036125056618563904, 0.007088800300319366, 1729870076119223556, 
0.026804654762029756, -0.034058526963355616, 0.006435761525282024, 1729870076219695687, 
0.021109718867227123, -0.035833667871068654, 0.005626130835923569, 1729870076329403767, 
0.0159834117526656, -0.03635852468512177, 0.004246703344723369, 1729870076419078341, 
0.009214877805217458, -0.04160306051433515, 0.002928771757610054, 1729870076519140177, 
0.023108630094572646, 0.01926764495423765, 0.003394628479179347, 1729870076629894628, 
0.020419708097353606, 0.03283287168660506, 0.0037014653115720925, 1729870076729677129, 
0.017164428414776722, -0.020985420437857578, 0.0038476334561492642, 1729870076820080395, 
0.016875186085616, -0.012975651860594137, 0.0034401754945406725, 1729870076919186032, 
0.017339855293563744, 0.00042559826398339516, 0.0035942434792985336, 1729870077029944967, 
0.018386101225396967, 0.004898595560751812, 0.003689040498650377, 1729870077129583011, 
0.018973987794687286, 0.005689100599128825, 0.003449043305393203, 1729870077219106584, 
0.017243553559655567, -0.0035801784033380724, 0.00344924068019767, 1729870077319089087, 
0.015456035554997971, -0.011633371086225397, 0.003472256347711592, 1729870077420694507, 
0.015960417434190965, -0.004320695839830608, 0.0034147610349512295, 1729870077529616866, 
0.014748565203650088, -0.0029712429735059115, 0.003052970071827954, 1729870077619089538, 
0.01039276755284968, -0.019034143558402175, 0.0025958839383749674, 1729870077719089377, 
0.026307189385516683, 0.03357419047503899, 0.003606570693513959, 1729870077829391246, 
0.023612278551242483, 0.03909497225270882, 0.004224455439020259, 1729870077929218652, 
0.02238453010675201, -0.013550288248921629, 0.004572946758307689, 1729870078019129582, 
0.022052818344202585, -0.005657140244060336, 0.00430837778720456, 1729870078119155525, 
0.02095154253048115, -0.004763332726867394, 0.00436757455528774, 1729870078219511076, 
0.018994080797527513, -0.010868968015290914, 0.003943924560316398, 1729870078309995381, 
0.01662315284513438, -0.014454390730989567, 0.0037635729294921323, 1729870078419103847, 
0.01558014331429014, -0.010718146327444453, 0.003569529127512489, 1729870078519158194, 
0.012524270770283508, -0.012690087406140036, 0.003139738197927998, 1729870078629694658, 
0.011235239659219687, -0.014566116017563184, 0.0025024916518886233, 1729870078709995536, 
0.008405271873081155, -0.01391729716168285, 0.0020415955594613538, 1729870078820113689, 
0.007707198927130676, -0.01091699387787508, 0.0019062543086356474, 1729870078919108578, 
0.004458597217773086, -0.012198938043541023, 0.0014327644579211645, 1729870079029062168, 
0.0032524524003916255, -0.013861014120239178, 0.0010800470514409773, 1729870079129258333, 
0.0040242899273010835, -0.0011805643898559499, 0.0007473135573417054, 1729870079220103992, 
0.0024675538942546815, -0.002406212387683395, 0.0006168385551972302, 1729870079319165908, 
0.003092589312511329, -0.0031666198768097557, 0.0006377867964219217, 1729870079419736079, 
0.000736551693600429, -0.005071368763393411, 0.0004418522349543599, 1729870079529682175, 
0.0008685261394938415, -0.006656513718021624, 0.00031375958759702035, 1729870079620107611, 
0.0007321001336841881, 2.743472218410159e-05, 0.00014762186932844095, 1729870079719169503, 
0.0006679297133977968, -0.0006523910236049947, 0.000158573403422053, 1729870079829809383, 
0.0015683897743130615, 0.0028124049326599568, 0.00020828417045908474, 1729870079929669564, 
